topology,flow_pairs_id,mode,variant,base_pps,burst_pps,burst_start_ms,burst_end_ms,burst_jitter_ms,policy,seed,delivery_ratio,goodput_mbps,p95_latency_ms,delivery_burst,p95_latency_burst,goodput_burst_mbps,service_ratio_bits
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,HIER_STAGE3,0,1.0,17.088,56.00000000000034,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,PPO_CANDIDATE,0,0.9683988764044944,16.548,103.94205348990562,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,sp,1,0.6763262444496377,11.576,857.3033394790365,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,ecmp,1,0.9829399392381397,16.824,443.1949683384562,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,HIER_STAGE3,1,1.0,17.116,56.00000000000023,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,PPO_CANDIDATE,1,0.9700864688011217,16.604,100.80000000000041,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,sp,2,0.6704387990762125,11.612,867.1771569175346,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,ecmp,2,0.9771362586605081,16.924,446.01175879987545,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,HIER_STAGE3,2,0.9995381062355658,17.312,60.08685611445586,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,PPO_CANDIDATE,2,0.9685912240184757,16.776,90.68307722792598,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,sp,3,0.6609660272706263,11.44,867.624167084407,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,ecmp,3,0.9812803327940837,16.984,447.35004635086614,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,HIER_STAGE3,3,1.0,17.308,63.575697254531946,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,PPO_CANDIDATE,3,0.9688005546568061,16.768,112.00000000000045,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,sp,4,0.6759789329058851,11.808,866.2262510831686,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,ecmp,4,0.9789329058850469,17.1,447.8557297728848,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,HIER_STAGE3,4,1.0,17.468,61.31393053078014,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,PPO_CANDIDATE,4,0.9716052209754981,16.972,100.80000000000021,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,sp,5,0.6704891177158905,11.46,861.6277288696191,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,ecmp,5,0.9702784928621577,16.584,448.9708546643275,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,HIER_STAGE3,5,1.0,17.092,59.215765665016406,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,PPO_CANDIDATE,5,0.9693423824011234,16.568,112.00000000000034,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,sp,6,0.6845336481700118,11.596,863.462822024591,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,ecmp,6,0.9799291617473436,16.6,445.58087238779274,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,HIER_STAGE3,6,1.0,16.94,57.210553737890365,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,PPO_CANDIDATE,6,0.9709563164108619,16.448,90.41239493329856,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,sp,7,0.6597558166321125,11.456,867.1418803038331,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,ecmp,7,0.962681409813407,16.716,449.25399393493393,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,HIER_STAGE3,7,1.0,17.364,64.19620642999575,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,PPO_CANDIDATE,7,0.967979728173232,16.808,100.97573267863615,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,sp,8,0.6707706338349293,11.768,865.382395590019,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,ecmp,8,0.9621523027815777,16.88,448.90208707286484,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,HIER_STAGE3,8,0.9997720018239854,17.54,59.431087965515964,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,PPO_CANDIDATE,8,0.9694482444140446,17.008,100.80000000000041,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,sp,9,0.6629783310281235,11.504,868.8429910193005,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,ecmp,9,0.971184877823882,16.852,448.440558845096,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,HIER_STAGE3,9,1.0,17.352,56.900001243104455,,,,
NSFNET,0-4_1-4_3-12,heavy,static,480.0,480.0,,,0.0,PPO_CANDIDATE,9,0.9684186260949746,16.804,101.48129752235764,,,,
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,sp,0,0.6559601900022619,11.6,867.6163167771023,0.5873015873015873,867.5348971273293,11.84,0.5873015873015873
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,ecmp,0,0.9687853426826509,17.132,448.37804788725754,1.0,399.9396157819326,20.16,1.0
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,HIER_STAGE3,0,1.0,17.684,67.72095824894177,1.0,76.00376115841665,20.16,1.0
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,PPO_CANDIDATE,0,0.9701425016964488,17.156,113.07687385407382,0.9682539682539683,179.40912360559776,19.52,0.9682539682539683
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,sp,1,0.6481522956326987,11.576,867.8525382082436,0.6366251198465963,864.8994473553188,13.28,0.6366251198465963
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,ecmp,1,0.9610302351623741,17.164,448.95282511787445,0.9578139980824545,444.46245534761,19.98,0.9578139980824545
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,HIER_STAGE3,1,0.9993281075027995,17.848,57.850017369975866,0.99712368168744,69.75754564230445,20.8,0.99712368168744
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,PPO_CANDIDATE,1,0.9702127659574468,17.328,101.70106947094443,0.965484180249281,134.76917746225814,20.14,0.965484180249281
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,sp,2,0.6410765497463049,11.624,868.29735886188,0.5687732342007435,868.4481426846584,12.24,0.5687732342007435
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,ecmp,2,0.9457313037723362,17.148,449.93950054669057,0.9302973977695167,450.15542849916574,20.02,0.9302973977695167
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,HIER_STAGE3,2,0.9980145598941098,18.096,68.64748334189598,0.991635687732342,81.0034243210927,21.34,0.991635687732342
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,PPO_CANDIDATE,2,0.9686741672181778,17.564,107.8898504214635,0.9702602230483272,145.8528502811605,20.88,0.9702602230483272
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,sp,3,0.6342058562555457,11.436,868.468762245106,0.5696798493408662,868.6924344102183,12.1,0.5696798493408662
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,ecmp,3,0.9460958296362023,17.06,450.0980558446211,0.9209039548022598,450.50336271954296,19.56,0.9209039548022598
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,HIER_STAGE3,3,1.0,18.032,58.50387701329578,1.0,68.36338448301733,21.24,1.0
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,PPO_CANDIDATE,3,0.9691659272404614,17.476,123.199999999998,0.9717514124293786,134.76582904331758,20.64,0.9717514124293786
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,sp,4,0.6482622085349758,11.788,867.1785038574178,0.539355992844365,868.4379044038127,12.06,0.539355992844365
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,ecmp,4,0.9502859656841179,17.28,449.7599593284473,0.9194991055456172,450.2370070855508,20.56,0.9194991055456172
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,HIER_STAGE3,4,1.0,18.184,67.90421909846941,1.0,78.72458019490121,22.36,1.0
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,PPO_CANDIDATE,4,0.9720633523977122,17.676,123.199999999998,0.9704830053667263,157.35557407483935,21.7,0.9704830053667263
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,sp,5,0.6466232892079874,11.528,867.6786810817292,0.5789473684210527,867.8809580734461,11.88,0.5789473684210527
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,ecmp,5,0.9524343728965672,16.98,449.43386638937915,0.8966861598440545,450.8403886604379,18.4,0.8966861598440545
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,HIER_STAGE3,5,0.9997756338344178,17.824,67.43319705930662,0.9990253411306043,80.00216889033376,20.5,0.9990253411306043
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,PPO_CANDIDATE,5,0.9685887368184878,17.268,101.3732159223005,0.969785575048733,135.17305547886303,19.9,0.969785575048733
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,sp,6,0.6598453842655753,11.608,866.5755108161305,0.5772357723577236,865.6265699821068,11.36,0.5772357723577236
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,ecmp,6,0.9713506139154161,17.088,449.0976784200051,0.9939024390243902,443.78358278955255,19.56,0.9939024390243902
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,HIER_STAGE3,6,1.0,17.592,63.7333719210865,1.0,70.39798564476557,19.68,1.0
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,PPO_CANDIDATE,6,0.970668485675307,17.076,119.58142871744225,0.9654471544715447,124.61932808051405,19.0,0.9654471544715447
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,sp,7,0.63488218454085,11.532,868.0881387396006,0.5537583254043768,869.8274822254398,11.64,0.5537583254043768
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,ecmp,7,0.9405417308962783,17.084,450.0897154225927,0.8658420551855376,450.6896546997548,18.2,0.8658420551855376
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,HIER_STAGE3,7,0.9995595683770094,18.156,69.71648218250832,0.9980970504281637,89.45103173048534,20.98,0.9980970504281637
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,PPO_CANDIDATE,7,0.9720325919401013,17.656,134.94549701106467,0.9762131303520457,168.51267920568756,20.52,0.9762131303520457
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,sp,8,0.6434515987735436,11.752,868.9950541580345,0.6474747474747474,855.5686894404025,12.82,0.6474747474747474
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,ecmp,8,0.9378011388523873,17.128,450.07740256370283,0.9212121212121213,450.5178699868887,18.24,0.9212121212121213
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,HIER_STAGE3,8,0.9997809899255365,18.26,70.9524144259778,1.0,82.47353553385972,19.8,1.0
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,PPO_CANDIDATE,8,0.9682435392028034,17.684,112.00000000000045,0.9686868686868687,114.6862960043472,19.18,0.9686868686868687
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,sp,9,0.6350815337152931,11.528,869.4376313134069,0.5645756457564576,871.4561216456864,12.24,0.5645756457564576
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,ecmp,9,0.9409431467606876,17.08,450.2305071666242,0.9068265682656826,450.8244513830274,19.66,0.9068265682656826
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,HIER_STAGE3,9,1.0,18.152,58.04131705626668,1.0,78.98209010987098,21.68,1.0
NSFNET,0-4_1-4_3-12,heavy,burst,480.0,580.0,1700.0,2300.0,0.0,PPO_CANDIDATE,9,0.9713530189510797,17.632,123.19999999999962,0.9732472324723247,168.0761940780934,21.1,0.9732472324723247
