policy,mode,seed,delivery_ratio,p95_latency_ms,goodput_mbps,reward_total,avg_latency_ms,p50_latency_ms,undelivered
stage3,light,2,1.0,56.00000000000023,13.768,0.5891447567485453,38.98100732493371,35.75655093213237,0
stage0,light,3,1.0,67.34152199573404,13.596,0.5411746900964652,48.07705103641265,44.80000000000018,0
stage1_2,light,3,1.0,46.662904758735294,13.596,0.5915565636939815,38.03097441526696,35.46585493207749,0
stage3,light,3,1.0,46.585705579711934,13.596,0.5912703194895605,38.12562887041456,35.34259330623672,0
stage0,light,4,1.0,68.26466639944312,13.564,0.5415022037608193,48.12006167859123,44.80000000000018,0
stage1_2,light,4,1.0,52.68676500788331,13.564,0.5893952153214645,38.57071404026997,35.42349145560547,0
stage3,light,4,1.0,57.32916744476029,13.564,0.5831341265592983,39.89073426971112,35.83302541867761,0
stage0,medium,0,1.0,67.36600712011435,15.016,0.6398136066554097,48.24389369485396,44.80000000000018,0
stage1_2,medium,0,1.0,56.12532347151506,15.016,0.6643077250938714,40.83428374661696,37.80413078797585,0
stage3,medium,0,1.0,59.506553702924386,15.016,0.6631147981516767,41.20290037516173,36.800565565467764,0
stage0,medium,1,1.0,67.86310648451001,15.284,0.6439220231601643,47.7813138930401,44.80000000000018,0
stage1_2,medium,1,1.0,57.269702150951616,15.284,0.666391869427257,41.330619308002156,37.76398979519399,0
stage3,medium,1,1.0,54.64994186001559,15.284,0.6712411272725433,39.926868246595845,37.03164913208093,0
stage0,medium,2,1.0,68.1634021962427,15.28,0.6425390728792104,48.29134688118879,44.80000000000018,0
stage1_2,medium,2,1.0,57.82164849781513,15.28,0.6662838878155202,41.18188716530014,37.87500330385558,0
stage3,medium,2,1.0,57.49677169083143,15.28,0.6675005763718255,40.95772873678097,37.796763510683036,0
stage0,medium,3,1.0,68.31898595002512,14.908,0.6356175669049292,49.10911990292059,45.35063059283743,0
stage1_2,medium,3,1.0,57.604505417181116,14.908,0.6636320260845545,40.785899634041236,35.94026985081109,0
stage3,medium,3,1.0,56.00000000000023,14.908,0.6651599756926386,40.46099390124813,36.761126738247185,0
stage0,medium,4,1.0,68.93233337957781,15.06,0.6397508191262247,48.26439039181437,44.80000000000018,0
stage1_2,medium,4,1.0,67.35006019336087,15.06,0.656020965173084,43.91982142775951,42.935297057861135,0
stage3,medium,4,1.0,63.109527529005526,15.06,0.6598475639783674,42.76663323050589,41.97054914797991,0
stage0,heavy,0,1.0,67.86857198255791,16.724,0.7817373382212383,48.45074651797261,45.02336612826457,0
stage1_2,heavy,0,1.0,67.41414325003643,16.724,0.7894707403101502,44.69040403628576,44.79999999999927,0
stage3,heavy,0,1.0,58.53108923803029,16.724,0.7895145370836594,44.69265701998536,44.80000000000018,0
stage0,heavy,1,1.0,70.01300710392707,16.768,0.7818380217300388,48.77419255907341,44.826168730671384,0
stage1_2,heavy,1,1.0,68.63964639814472,16.768,0.7867580499404427,46.51868303392654,44.80000000000018,0
stage3,heavy,1,1.0,60.346872186408646,16.768,0.7910414656925056,44.20681066537963,44.80000000000018,0
stage0,heavy,2,1.0,71.3056229622692,16.872,0.7821005845147657,49.71806850303285,45.20972208038461,0
stage1_2,heavy,2,1.0,68.63777553589732,16.872,0.7865050187901218,47.54212034641638,44.80000000000018,0
stage3,heavy,2,1.0,67.99929129364591,16.872,0.7900687588892484,45.78845056535708,44.80000000000018,0
stage0,heavy,3,1.0,69.32891069787115,16.324,0.7706341755769516,50.75354190956355,45.77329082427809,0
stage1_2,heavy,3,1.0,68.31336564005869,16.324,0.7786289345499091,46.78504193211269,44.80000000000018,0
stage3,heavy,3,1.0,60.51346760900833,16.324,0.7812748860836155,45.51838916734938,44.80000000000018,0
stage0,heavy,4,1.0,69.12692747707524,16.464,0.7769348650819298,48.92175786155541,45.328711663012996,0
stage1_2,heavy,4,1.0,68.14033040664035,16.464,0.7820416353719473,46.414789066358225,44.80000000000018,0
stage3,heavy,4,1.0,60.09583672842871,16.464,0.7855367297809736,44.69678043340581,44.80000000000018,0
stage0,burst,0,1.0,91.87246739360427,20.332,0.8939830704116334,54.91838382866996,46.30048476338652,0
stage1_2,burst,0,0.8546134172732638,452.52370932942296,17.376,0.5359202997218786,269.1243863721175,344.4880551075199,739
stage3,burst,0,1.0,78.19848904470916,20.332,0.9027501361459714,49.34575350239497,45.51361557939072,0
stage0,burst,1,1.0,94.74037045362363,20.176,0.8896901067573453,56.56040538360157,46.317230686563505,0
stage1_2,burst,1,0.8588421887390959,452.597929273869,17.328,0.5312268286461845,272.7043662781551,377.98380464577286,712
stage3,burst,1,1.0,94.9735440835442,20.176,0.8931096529884878,53.942308950367895,46.523304920188366,0
stage0,burst,2,1.0,99.21438096959034,20.488,0.8899466234833918,58.169237360540826,46.87385721099707,0
stage1_2,burst,2,0.8678250683326826,452.3938488622346,17.78,0.538813274961373,265.2294615736658,347.434124512798,677
stage3,burst,2,1.0,78.5742340918898,20.488,0.9008688371978703,50.174311196386455,45.788720129694525,0
stage0,burst,3,1.0,113.00727882668491,20.12,0.885037744034398,58.898423381850506,49.016225920136606,0
stage1_2,burst,3,0.8687872763419483,452.40146193614726,17.48,0.5403507642750028,267.7093367302048,360.44405350099737,660
stage3,burst,3,1.0,89.87738965331441,20.12,0.8947393570716596,52.79294057794785,46.053450563902516,0
stage0,burst,4,1.0,74.25525398947984,19.936,0.8929198363681309,51.32463244226133,46.344578089872414,0
stage1_2,burst,4,0.867776886035313,452.28963915614867,17.3,0.5353956709404376,271.6937929798798,380.2931740141139,659
stage3,burst,4,1.0,81.67888234153422,19.936,0.8935979402568932,50.81359815503381,45.70257106345889,0
