policy,pps,seed,delivery_ratio,p95_latency_ms,p50_latency_ms,avg_latency_ms,goodput_mbps,max_queue_bytes,avg_queue_bytes,undelivered
ecmp,400,2,1.0,33.600000000000136,33.599999999999454,29.866666666666493,14.4,3000.0,265.875,0
ecmp,420,0,1.0,58.39809523805897,38.190476190555046,40.66349458102929,15.132,39000.0,734.3636363636364,0
ecmp,420,1,1.0,58.39809523805897,38.190476190555046,40.66349458102929,15.132,39000.0,734.3636363636364,0
ecmp,420,2,1.0,58.39809523805897,38.190476190555046,40.66349458102929,15.132,39000.0,734.3636363636364,0
ecmp,440,0,1.0,211.53090909063775,98.25454545458683,104.6636340661824,15.828,249000.0,3460.931818181818,0
ecmp,440,1,1.0,211.53090909063775,98.25454545458683,104.6636340661824,15.828,249000.0,3460.931818181818,0
ecmp,440,2,1.0,211.53090909063775,98.25454545458683,104.6636340661824,15.828,249000.0,3460.931818181818,0
ecmp,460,0,1.0,368.3095652170861,157.94782608698893,168.44202583258237,16.548,457500.0,6177.727272727273,0
ecmp,460,1,1.0,368.3095652170861,157.94782608698893,168.44202583258237,16.548,457500.0,6177.727272727273,0
ecmp,460,2,1.0,368.3095652170861,157.94782608698893,168.44202583258237,16.548,457500.0,6177.727272727273,0
ecmp,480,0,0.9779939772990502,450.3999999998256,209.97500000002879,217.71476393491506,16.888,525000.0,8493.102272727272,95
ecmp,480,1,0.9779939772990502,450.3999999998256,209.97500000002879,217.71476393491506,16.888,525000.0,8493.102272727272,95
ecmp,480,2,0.9779939772990502,450.3999999998256,209.97500000002879,217.71476393491506,16.888,525000.0,8493.102272727272,95
ecmp,490,0,0.9625850340136054,450.7412244896353,232.58775510207306,231.32937189007941,16.98,525000.0,9206.125,165
ecmp,490,1,0.9625850340136054,450.7412244896353,232.58775510207306,231.32937189007941,16.98,525000.0,9206.125,165
ecmp,490,2,0.9625850340136054,450.7412244896353,232.58775510207306,231.32937189007941,16.98,525000.0,9206.125,165
ecmp,500,0,0.948,450.7999999999545,253.40000000002885,240.74955461788468,17.064,525000.0,9745.431818181818,234
ecmp,500,1,0.948,450.7999999999545,253.40000000002885,240.74955461788468,17.064,525000.0,9745.431818181818,234
ecmp,500,2,0.948,450.7999999999545,253.40000000002885,240.74955461788468,17.064,525000.0,9745.431818181818,234
ecmp,510,0,0.933725746675387,450.89333333311413,273.63137254904063,248.01734170199305,17.132,525000.0,10149.045454545454,304
ecmp,510,1,0.933725746675387,450.89333333311413,273.63137254904063,248.01734170199305,17.132,525000.0,10149.045454545454,304
ecmp,510,2,0.933725746675387,450.89333333311413,273.63137254904063,248.01734170199305,17.132,525000.0,10149.045454545454,304
ecmp,540,0,0.894238683127572,450.41111111097405,326.7481481481772,261.6397232022304,17.384,525000.0,10985.125,514
ecmp,540,1,0.894238683127572,450.41111111097405,326.7481481481772,261.6397232022304,17.384,525000.0,10985.125,514
ecmp,540,2,0.894238683127572,450.41111111097405,326.7481481481772,261.6397232022304,17.384,525000.0,10985.125,514
ecmp,560,0,0.870436507936508,450.88571428575233,356.6714285714446,265.80909830993215,17.548,525000.0,11333.795454545454,653
ecmp,560,1,0.870436507936508,450.88571428575233,356.6714285714446,265.80909830993215,17.548,525000.0,11333.795454545454,653
ecmp,560,2,0.870436507936508,450.88571428575233,356.6714285714446,265.80909830993215,17.548,525000.0,11333.795454545454,653
ecmp,620,0,0.8079885366290525,451.0322580644745,424.6064516129228,265.18923634700377,18.044,525000.0,11852.875,1072
ecmp,620,1,0.8079885366290525,451.0322580644745,424.6064516129228,265.18923634700377,18.044,525000.0,11852.875,1072
ecmp,620,2,0.8079885366290525,451.0322580644745,424.6064516129228,265.18923634700377,18.044,525000.0,11852.875,1072
